customer_id,car_model,contract_type,tenure_months,service_calls_last_3m,satisfaction_score,monthly_payment,complaint_level,text,churn
147,Sedan Basic,lease,42,3,2,448.57,2,Customer drives a Sedan Basic. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,1
148,Sedan Premium,finance,22,1,5,410.29,1,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car.,0
149,Truck Utility,subscription,26,4,3,150.0,1,Customer drives a Truck Utility. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is on a flexible subscription contract.,1
150,Sedan Basic,subscription,51,1,1,331.96,0,Customer drives a Sedan Basic. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,1
151,EV Compact,lease,50,3,4,522.5,1,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle.,0
152,Sedan Premium,lease,12,2,2,470.59,3,Customer drives a Sedan Premium. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
153,EV Compact,lease,19,0,5,546.16,3,Customer drives a EV Compact. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,0
154,Sedan Premium,lease,49,0,5,281.72,1,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle.,0
155,SUV Family,subscription,55,2,1,553.71,2,Customer drives a SUV Family. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
156,SUV Sport,finance,5,2,5,394.67,1,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car.,1
157,Sedan Basic,lease,50,3,5,591.07,3,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
158,SUV Sport,subscription,29,3,4,400.4,2,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,0
159,SUV Sport,lease,35,4,2,154.3,3,Customer drives a SUV Sport. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
160,Truck Utility,lease,5,4,4,501.91,3,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
161,EV Compact,lease,41,2,5,346.78,1,Customer drives a EV Compact. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle.,0
162,SUV Sport,finance,40,4,5,354.85,1,Customer drives a SUV Sport. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is financing the car.,1
163,SUV Family,finance,40,2,3,225.63,2,Customer drives a SUV Family. Customer is neutral about the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is financing the car. Customer is considering alternatives due to recurring issues.,1
164,SUV Family,lease,47,2,4,594.66,0,Customer drives a SUV Family. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer expresses loyalty to the brand.,1
165,SUV Family,subscription,56,4,2,337.47,3,Customer drives a SUV Family. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer mentions switching to another brand soon.,1
166,Truck Utility,subscription,51,4,2,589.0,2,Customer drives a Truck Utility. Customer is very unhappy with the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
167,Sedan Premium,subscription,44,0,4,348.25,0,Customer drives a Sedan Premium. Customer is satisfied and generally likes the car. No recent service issues or complaints. Customer is on a flexible subscription contract. Customer expresses loyalty to the brand.,0
168,Sedan Premium,lease,58,2,3,288.67,1,Customer drives a Sedan Premium. Customer is neutral about the car. Some minor service issues were reported recently. Customer considers the monthly payment affordable. Customer is currently leasing the vehicle.,0
169,SUV Family,lease,40,2,2,558.34,3,Customer drives a SUV Family. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,1
170,Sedan Basic,subscription,40,5,4,391.2,1,Customer drives a Sedan Basic. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer is on a flexible subscription contract.,1
171,Sedan Basic,lease,32,0,2,392.37,2,Customer drives a Sedan Basic. Customer is very unhappy with the car. No recent service issues or complaints. Customer is currently leasing the vehicle. Customer is considering alternatives due to recurring issues.,0
172,Sedan Basic,finance,46,4,3,246.2,3,Customer drives a Sedan Basic. Customer is neutral about the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is financing the car. Customer mentions switching to another brand soon.,1
173,Truck Utility,finance,5,1,2,345.09,1,Customer drives a Truck Utility. Customer is very unhappy with the car. Some minor service issues were reported recently. Customer is financing the car.,1
174,Truck Utility,lease,30,2,5,451.44,3,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is currently leasing the vehicle. Customer mentions switching to another brand soon.,0
175,Truck Utility,finance,26,3,5,244.1,1,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Frequent service complaints about reliability and repairs. Customer considers the monthly payment affordable. Customer is financing the car.,1
176,SUV Family,subscription,54,2,3,335.31,2,Customer drives a SUV Family. Customer is neutral about the car. Some minor service issues were reported recently. Customer is on a flexible subscription contract. Customer is considering alternatives due to recurring issues.,1
177,Truck Utility,finance,5,1,4,349.55,3,Customer drives a Truck Utility. Customer is satisfied and generally likes the car. Some minor service issues were reported recently. Customer is financing the car. Customer mentions switching to another brand soon.,1
